company	deal_year	company_type	amt_raised_millions
HealthMyne	2017	Enabler	11.00
HealthRhythms	2017	Enabler	
HealthSherpa	2017	Challenger	6.60
HealthTap	2017	Challenger	50.00
HealthVerity	2017	Enabler	10.13
Helio Genomics	2017	Challenger	30.00
Hinge Health (NYS: HNGE)	2017	Challenger	8.40
I V Y Labs	2017	Enabler	6.66
Imagen (Healthcare Technology Systems)	2017	Enabler	14.32
Insight Timer	2017	Challenger	5.50
Intiva Health	2017	Enabler	9.10
Ivenix	2017	Enabler	50.00
IVXpress	2017	Challenger	11.16
JourneyPure	2017	Challenger	7.53
Joyable	2017	Challenger	5.00
Kali (Enterprise Systems (Healthcare))	2017	Enabler	5.00
KenSci	2017	Enabler	8.46
Kindara	2017	Enabler	5.00
Knowledge to Practice	2017	Enabler	6.50
Kyruus	2017	Enabler	10.00
LabConnect	2017	Challenger	24.50
LeanTaaS	2017	Enabler	25.63
Lemonaid Health	2017	Challenger	12.00
Level Ex	2017	Enabler	11.00
Levitate Technologies	2017	Enabler	5.16
LifeDojo	2017	Enabler	5.10
Lineagen	2017	Enabler	6.46
LogicStream Health	2017	Enabler	6.00
Madaket	2017	Enabler	5.00
Mango Health (Application Software)	2017	Enabler	9.30
Maven	2017	Challenger	10.18
Medely	2017	Enabler	5.00
Medical Brain	2017	Enabler	20.45
Medicom (Medical Records Systems)	2017	Enabler	5.23
Medigate	2017	Enabler	5.35
Medisafe	2017	Enabler	14.50
Medrio	2017	Enabler	30.00
Medsphere Systems	2017	Enabler	4.00
Mellitus Health	2017	Enabler	7.00
Metabiota	2017	Enabler	16.00
MindCare	2017	Challenger	23.01
Mindful Health Solutions	2017	Challenger	5.42
Mindstrong	2017	Challenger	14.35
Miro Health	2017	Enabler	5.20
MORE Health	2017	Challenger	36.30
MyHealthTeam	2017	Enabler	7.30
myStrength	2017	Enabler	5.87
Navican Genomics	2017	Enabler	15.00
NeueHealth (NYS: NEUE)	2017	Challenger	160.00
Neurotrack	2017	Enabler	9.86
Nimble (Medical Records Systems)	2017	Enabler	28.00
Noom	2017	Challenger	
Nurx	2017	Challenger	36.25
OM1	2017	Enabler	15.00
Omada (NAS: OMDA)	2017	Challenger	50.00
One Drop	2017	Enabler	6.11
OpenEvidence	2017	Enabler	5.00
OurHealth	2017	Challenger	
Outcome Health	2017	Enabler	487.50
PatientPay	2017	Enabler	6.03
PatientPop	2017	Enabler	15.00
PatientsLikeMe	2017	Enabler	100.00
Pear Therapeutics	2017	Challenger	50.00
Phil	2017	Challenger	10.00
Phreesia (NYS: PHR)	2017	Enabler	34.00
PillPack	2017	Challenger	24.03
PipelineRx	2017	Enabler	15.37
Pivot (Healthcare Technology Systems)	2017	Enabler	10.00
Prealize Health	2017	Enabler	5.10
Precision Health Intelligence	2017	Enabler	20.00
Predicine	2017	Enabler	10.00
Prognos Health	2017	Enabler	20.50
Progyny (NAS: PGNY)	2017	Enabler	73.30
Protenus	2017	Enabler	7.00
Pulsara	2017	Enabler	12.24
Radiology Partners	2017	Challenger	200.02
Redox	2017	Enabler	10.00
Regroup	2017	Enabler	6.10
Salucro	2017	Enabler	6.33
Sansoro Health	2017	Enabler	5.25
SchoolCare	2017	Enabler	16.00
SchoolCare	2017	Enabler	6.40
Science 37 Holdings	2017	Enabler	29.00
Sensely	2017	Enabler	8.00
SHYFT Analytics	2017	Enabler	20.00
SignalPath	2017	Enabler	5.00
Silversheet	2017	Enabler	5.04
SimpleHealth	2017	Challenger	9.97
Solera (Other Healthcare Services)	2017	Enabler	18.33
Solera (Other Healthcare Services)	2017	Enabler	9.00
Solv.	2017	Challenger	6.25
Somatus	2017	Challenger	5.00
Statera Spine	2017	Enabler	20.72
Statera Spine	2017	Enabler	18.50
Strava	2017	Enabler	15.00
Suki	2017	Enabler	4.50
Supurb	2017	Enabler	7.50
Surgical Theater	2017	Enabler	7.51
Syapse	2017	Enabler	30.00
Sync Project	2017	Enabler	5.00
Talkspace (NAS: TALK)	2017	Challenger	31.00
The Mighty	2017	Enabler	7.50
Thirty Madison	2017	Challenger	5.00
Thrive Global	2017	Enabler	7.00
Truveris	2017	Enabler	24.68
Twill	2017	Challenger	9.00
uMethod	2017	Enabler	5.90
Unite Us	2017	Enabler	7.32
Upfront (Enterprise Systems)	2017	Enabler	5.61
Upward Health	2017	Challenger	8.67
UpWell (Information Services (B2C))	2017	Challenger	20.15
Verato	2017	Enabler	12.50
Verinovum	2017	Enabler	6.00
Vertava Health	2017	Challenger	11.70
Vineti	2017	Enabler	13.81
Viocare	2017	Enabler	
VirtualHealth	2017	Enabler	7.00
Vital Interaction	2017	Enabler	10.00
Viz.ai	2017	Enabler	7.34
VIZI Healthcare	2017	Enabler	5.00
Voi (Decision/Risk Analysis)	2017	Enabler	18.00
WelbeHealth	2017	Challenger	15.00
Welkin Health	2017	Enabler	8.00
Wellfount	2017	Enabler	11.92
Wellframe	2017	Enabler	15.00
WellSmith	2017	Enabler	12.00
Xealth	2017	Enabler	8.63
ZappRx	2017	Enabler	22.90
180 Health Partners	2018	Challenger	8.00
20/20 Onsite	2018	Challenger	7.00
23andMe (PINX: MEHCQ)	2018	Enabler	300.00
98point6	2018	Challenger	50.00
Aaptiv	2018	Challenger	23.00
Abacus Insights	2018	Enabler	5.90
AbleTo	2018	Challenger	8.50
ABOUT Healthcare	2018	Enabler	5.75
Accolade (Managed Care)	2018	Enabler	50.00
AdviNOW	2018	Enabler	7.00
Aetion	2018	Enabler	36.40
AKASA	2018	Enabler	5.00
Akido Labs	2018	Enabler	6.20
Akili Interactive	2018	Challenger	68.00
Akiri	2018	Enabler	10.00
All.Health	2018	Enabler	90.00
Alto Pharmacy	2018	Challenger	50.44
American Well (NYS: AMWL)	2018	Enabler	290.61
Andros (Healthcare Technology Systems)	2018	Enabler	8.22
Apixio	2018	Enabler	5.00
Apostrophe (Life and Health Insurance)	2018	Challenger	5.25
Artera	2018	Enabler	10.32
Aspen RxHealth	2018	Challenger	9.00
Assured Allies	2018	Challenger	5.00
AssuriCare	2018	Enabler	13.50
Atentiv Health	2018	Enabler	11.00
Augmedix	2018	Enabler	21.89
Avalon Healthcare Solutions	2018	Enabler	16.50
b.well Connected Health	2018	Enabler	8.19
Bardavon	2018	Enabler	16.88
Bayesian Health	2018	Enabler	15.00
Beddr	2018	Challenger	5.60
Benchling	2018	Enabler	14.50
Bexa	2018	Enabler	6.00
BioIQ	2018	Challenger	26.50
Blue Note Therapeutics	2018	Challenger	10.00
Bridge Connector	2018	Enabler	5.50
Cadence Health	2018	Enabler	8.40
Calm	2018	Challenger	10.49
CancerIQ	2018	Enabler	5.50
Caption Care	2018	Enabler	9.25
Carbon Health	2018	Challenger	12.00
Care Innovations	2018	Enabler	11.60
Carepoynt	2018	Enabler	5.00
Caresyntax	2018	Enabler	20.00
Carevive	2018	Enabler	
CareZone	2018	Enabler	50.00
Carie	2018	Enabler	7.00
Casetabs	2018	Enabler	8.27
Castle Biosciences (NAS: CSTL)	2018	Challenger	10.06
Cedar (Enterprise Systems (Healthcare))	2018	Enabler	36.00
Centivo	2018	Challenger	33.55
Change Healthcare	2018	Enabler	
CircleLink Health	2018	Challenger	5.04
Cityblock	2018	Challenger	20.80
Clarify( Enterprise Systems (Healthcare))	2018	Enabler	57.00
CleanSlate (Clinics/Outpatient Services)	2018	Challenger	25.00
CleanSlate (Clinics/Outpatient Services)	2018	Challenger	25.00
ClearDATA	2018	Enabler	26.00
Clearsense	2018	Enabler	20.50
Cleo (Commercial Services)	2018	Enabler	10.50
Click Therapeutics	2018	Challenger	17.26
Commure	2018	Enabler	24.84
Comprehend	2018	Enabler	26.10
Contessa	2018	Challenger	12.00
Cosán	2018	Challenger	5.00
Cricket Health	2018	Challenger	24.22
Curai Health	2018	Challenger	10.70
CureMetrix	2018	Enabler	28.00
Curology	2018	Challenger	10.70
Cynerio	2018	Enabler	6.60
Datavant	2018	Enabler	40.50
Decent (Healthcare Services)	2018	Challenger	6.00
Devoted	2018	Challenger	300.00
DiaCarta	2018	Challenger	45.00
DiaCarta	2018	Challenger	
Doc.ai	2018	Enabler	5.00
DocMatter	2018	Enabler	8.54
Doctor On Demand	2018	Challenger	74.00
Drumroll AI	2018	Enabler	5.00
Edda Technology	2018	Enabler	28.50
Eden Health	2018	Challenger	9.62
Electronic Caregiver	2018	Enabler	15.75
Elligo Health Research	2018	Enabler	16.01
Endotronix	2018	Enabler	43.46
ESO Solutions	2018	Enabler	16.36
Everly Health	2018	Challenger	10.60
Evidation Health	2018	Enabler	30.00
EyeQue	2018	Challenger	11.20
Farcast Biosciences	2018	Enabler	40.00
Fellow (Other Healthcare Technology Systems)	2018	Enabler	6.70
FitOn Health	2018	Enabler	8.25
FitOn Health	2018	Enabler	8.00
Foodsmart	2018	Enabler	18.00
Force Therapeutics	2018	Enabler	21.00
GB HealthWatch	2018	Enabler	5.18
Genoox	2018	Enabler	6.00
Genoplan	2018	Challenger	13.00
GoodNight Medical	2018	Challenger	6.67
Grouper	2018	Enabler	5.00
hc1 Insights	2018	Enabler	10.00
Heal	2018	Challenger	20.00
Health Catalyst (NAS: HCAT)	2018	Enabler	55.00
Health Gorilla	2018	Enabler	8.20
HealthFinch	2018	Enabler	6.00
HealthiPASS	2018	Enabler	8.68
HealthMyne	2018	Enabler	15.00
HeartFlow	2018	Enabler	240.00
Helix (Laboratory Services (Healthcare))	2018	Challenger	200.00
HelloMD	2018	Challenger	9.56
Hero (Healthcare Technology Systems)	2018	Enabler	12.00
Higi (Decision/Risk Analysis)	2018	Enabler	23.82
Hinge Health (NYS: HNGE)	2018	Challenger	26.00
Hint Health	2018	Enabler	10.37
HNI Healthcare	2018	Enabler	65.00
HNI Healthcare	2018	Enabler	32.64
Holmusk (He serves)	2018	Enabler	5.57
Honor	2018	Challenger	50.00
Hospital IQ	2018	Enabler	10.00
i2i Population Health	2018	Enabler	5.00
Imagen (Healthcare Technology Systems)	2018	Enabler	41.00
Independa	2018	Enabler	5.61
Inspire ( Healthcare Services)	2018	Enabler	10.63
IntelyCare	2018	Enabler	10.80
InterVenn	2018	Enabler	9.40
InTouch Health	2018	Challenger	21.00
InTouch Health	2018	Challenger	8.62
Iora Health	2018	Challenger	25.00
Iora Health	2018	Challenger	99.73
Jump Technologies	2018	Enabler	5.50
K Health	2018	Enabler	25.00
K Health	2018	Enabler	5.12
K4Connect	2018	Enabler	12.75
Kindly Care	2018	Challenger	5.41
Klara (Enterprise Systems)	2018	Enabler	11.50
Komodo Health	2018	Enabler	12.50
LeanTaaS	2018	Enabler	15.00
Learn To Live	2018	Enabler	9.06
Life Image	2018	Enabler	6.50
Loyale	2018	Enabler	6.00
Luma Health	2018	Enabler	6.30
Lumeon	2018	Enabler	27.68
Lumeris	2018	Enabler	266.25
Lumiata	2018	Enabler	11.00
Lyra Health	2018	Challenger	48.94
Madaket	2018	Enabler	10.00
Mammoth Biosciences	2018	Enabler	18.00
Maven	2018	Challenger	27.00
MDLive	2018	Challenger	50.00
Medable	2018	Enabler	18.50
Medically Home	2018	Challenger	14.04
Medici	2018	Challenger	22.00
Medrhythms	2018	Challenger	5.00
Metabiota	2018	Enabler	
Metabiota	2018	Enabler	7.50
Mindoula	2018	Enabler	6.00
Mindstrong	2018	Challenger	45.00
mPulse.	2018	Enabler	11.95
Murj	2018	Enabler	8.50
Myia	2018	Enabler	6.75
MyLaurel	2018	Challenger	5.54
MyMeds	2018	Enabler	5.00
NeueHealth (NYS: NEUE)	2018	Challenger	200.00
Neurotrack	2018	Enabler	13.70
NeuroVision	2018	Enabler	15.00
Nimble (Medical Records Systems)	2018	Enabler	20.00
nirvanaHealth	2018	Enabler	50.00
Nomad Health	2018	Enabler	12.00
Noom	2018	Challenger	16.00
Notable	2018	Enabler	13.50
Nucleai	2018	Enabler	5.00
Nursegrid	2018	Enabler	5.70
ObvioHealth	2018	Enabler	6.00
Octave (Decision/Risk Analysis)	2018	Enabler	12.15
Olive (Enterprise Systems)	2018	Enabler	32.80
OM1	2018	Enabler	21.00
OMNY Health	2018	Enabler	5.00
OncoHealth (Atlanta)	2018	Enabler	21.00
One Drop	2018	Enabler	
One Medical (Clinics/Outpatient Services)	2018	Challenger	250.00
OneMedNet (NAS: ONMD)	2018	Enabler	6.50
OnShift	2018	Enabler	29.11
OODA Health	2018	Enabler	40.50
Opyn	2018	Enabler	6.06
Orbita	2018	Enabler	5.75
Oscar Health (NYS: OSCR)	2018	Challenger	375.00
Oscar Health (NYS: OSCR)	2018	Challenger	165.00
Owkin	2018	Enabler	16.00
Paige	2018	Enabler	25.00
Parachute Health	2018	Enabler	9.50
Parachute Health	2018	Enabler	5.50
Parsley Health	2018	Challenger	12.81
PatientPop	2018	Enabler	10.00
PhyzData	2018	Enabler	5.00
PicnicHealth	2018	Enabler	10.00
Pieces (Decision/Risk Analysis)	2018	Enabler	10.93
Pill Club	2018	Challenger	5.56
Pill Club	2018	Challenger	8.28
Pillar Biosciences	2018	Enabler	15.90
Pivot (Healthcare Technology Systems)	2018	Enabler	25.00
PokitDok	2018	Enabler	
Predicine	2018	Enabler	14.59
PrismHealthDX	2018	Challenger	5.60
Proscia	2018	Enabler	8.34
Protenus	2018	Enabler	11.00
Quartet Health	2018	Enabler	45.00
Qventus	2018	Enabler	30.00
Radiology Partners	2018	Challenger	233.92
RealSelf	2018	Enabler	55.00
RecoveryPlus.health	2018	Challenger	5.88
Regroup	2018	Enabler	5.50
Reveleer	2018	Enabler	5.00
Rhyme (Healthcare Technology Systems)	2018	Enabler	10.50
Rimidi	2018	Enabler	8.20
Rise (Monitoring Equipment)	2018	Challenger	5.50
Ro	2018	Challenger	64.00
Robin Healthcare	2018	Enabler	11.50
Ronin	2018	Enabler	10.00
RubiconMD	2018	Enabler	13.80
SafeinHome	2018	Challenger	
SageMedic	2018	Enabler	6.00
SameSky Health	2018	Challenger	9.00
Sansoro Health	2018	Enabler	8.00
Saykara	2018	Enabler	5.00
Seer (Decision/Risk Analysis) (NAS: SEER)	2018	Enabler	30.00
Seer (Decision/Risk Analysis) (NAS: SEER)	2018	Enabler	6.00
Sempre Health	2018	Enabler	8.00
SentryHealth	2018	Enabler	9.50
Seven Bridges Genomics	2018	Enabler	40.00
ShiftMed	2018	Enabler	11.00
Shine (Application Software)	2018	Enabler	5.00
SignalPath	2018	Enabler	8.00
SimpleHealth	2018	Challenger	16.00
Simplifeye	2018	Enabler	11.00
Singularity.AI	2018	Enabler	5.00
SleepMed	2018	Challenger	3.32
SmithRx	2018	Enabler	5.50
SmithRx	2018	Enabler	9.00
Solv.	2018	Challenger	16.80
SonarMD	2018	Enabler	10.00
Sparta Science	2018	Enabler	7.00
Spring Health	2018	Challenger	8.13
Springbuk	2018	Enabler	20.00
Suki	2018	Enabler	15.00
SwiftShift	2018	Challenger	5.70
SwipeSense	2018	Enabler	10.61
Syllable	2018	Enabler	13.21
SystemOne	2018	Enabler	5.00
Tagnos	2018	Enabler	5.82
Tebra Technologies	2018	Enabler	9.90
Thirty Madison	2018	Challenger	15.25
Thrive Global	2018	Enabler	30.20
TigerConnect	2018	Enabler	12.93
Tissue Analytics	2018	Enabler	7.68
Tissue Differentiation Intelligence	2018	Enabler	6.00
Tridiuum	2018	Enabler	
Tridiuum	2018	Enabler	7.43
uBiome	2018	Challenger	83.00
Unite Genomics	2018	Enabler	5.78
Univfy	2018	Enabler	11.52
Upperline Health	2018	Challenger	29.75
Urgent Team	2018	Challenger	7.38
Verana Health	2018	Enabler	30.00
Verge Health	2018	Enabler	7.00
Vi Labs	2018	Enabler	26.63
VillageMD	2018	Challenger	80.00
Vineti	2018	Enabler	33.50
Virta Health	2018	Challenger	45.00
VisitPay	2018	Enabler	15.00
Vitality Health Plan	2018	Challenger	5.90
Vivante Health (Merger)	2018	Challenger	5.00
Viz.ai	2018	Enabler	20.80
WEconnect Health Management	2018	Challenger	6.05
WelbeHealth	2018	Challenger	18.00
Wellist	2018	Enabler	10.00
Wellth (California)	2018	Enabler	5.10
Welltok	2018	Enabler	13.29
Welltok	2018	Enabler	75.00
Whiterabbit.ai	2018	Enabler	38.23
Whiterabbit.ai	2018	Enabler	9.27
Wildflower Health	2018	Enabler	8.00
Wisdo Health	2018	Challenger	11.00
Woebot Health	2018	Challenger	8.00
4G Clinical	2019	Enabler	7.16
4G Clinical	2019	Enabler	
Abacus Insights	2019	Enabler	12.70
Abridge	2019	Enabler	5.00
Access Physicians	2019	Challenger	9.30
Accolade (Managed Care)	2019	Enabler	20.00
Actify Neurotherapies	2019	Challenger	
Actium Health	2019	Enabler	10.00
Activ Surgical	2019	Enabler	10.82
AcuamarkDx	2019	Enabler	5.30
AdviNOW	2019	Enabler	6.00
Aetion	2019	Enabler	27.00
AiCure	2019	Enabler	24.50
AiCure	2019	Enabler	16.78
AirStrip Technologies	2019	Enabler	21.46
Aizon	2019	Enabler	8.28
AKASA	2019	Enabler	20.00
Aledade	2019	Enabler	56.15
Alma (Clinics/Outpatient Services)	2019	Challenger	8.00
Alpha	2019	Challenger	10.00
Alto Pharmacy	2019	Challenger	30.00
Altoida	2019	Enabler	6.30
Amplion (Bend)	2019	Enabler	7.00
Apervita	2019	Enabler	15.96
Apostrophe	2019	Enabler	6.00
ARIEL Precision Medicine	2019	Enabler	5.27
Arrive Health	2019	Enabler	15.90
Artemis Health	2019	Enabler	25.00
Artera	2019	Enabler	12.00
Ascend Medical	2019	Challenger	8.50
Astarte Medical	2019	Enabler	5.00
Augmedix	2019	Enabler	19.00
Aural Analytics	2019	Enabler	5.30
Availity Clinical Solutions	2019	Enabler	9.60
Avenda Health	2019	Enabler	8.38
Babylon Health	2019	Challenger	450.00
Backpack Health	2019	Enabler	8.43
Belong.Life	2019	Enabler	14.00
Benchling	2019	Enabler	34.50
Bend (Managed Care)	2019	Enabler	9.95
BetterHealthcare	2019	Enabler	5.00
BetterNight	2019	Challenger	6.50
Biofourmis	2019	Enabler	35.00
BioIQ	2019	Challenger	16.80
Biotheranostics	2019	Challenger	
Blink Health	2019	Enabler	81.70
Bolster	2019	Enabler	10.00
Boulder Care	2019	Challenger	11.00
BrainCheck	2019	Enabler	7.49
Brave Care	2019	Challenger	6.60
Bridge Connector	2019	Enabler	10.00
Brightline (Clinics/Outpatient Services)	2019	Challenger	5.00
BurstIQ	2019	Enabler	5.50
Cadence Health	2019	Enabler	13.60
Canvas Medical	2019	Enabler	6.00
Capital Rx	2019	Enabler	16.00
Carbon Health	2019	Challenger	30.00
Care.Life	2019	Enabler	5.00
CareBridge	2019	Challenger	5.60
CareCloud Health	2019	Enabler	33.16
CareConnectMD	2019	Challenger	5.00
CareHive	2019	Challenger	10.00
Caremerge	2019	Enabler	5.19
Caresyntax	2019	Enabler	23.95
Carrot Fertility	2019	Challenger	11.50
Cass (Clinics/Outpatient Services)	2019	Challenger	6.50
Castle Biosciences (NAS: CSTL)	2019	Challenger	13.03
Censinet	2019	Enabler	7.80
ChartSpan	2019	Enabler	14.75
CirrusMD	2019	Challenger	15.00
Citizen Health	2019	Enabler	17.00
Cityblock	2019	Challenger	57.50
Clarify( Enterprise Systems (Healthcare))	2019	Enabler	25.00
CleanSlate (Clinics/Outpatient Services)	2019	Challenger	10.00
Clever Care Health Plan	2019	Challenger	6.00
Click Therapeutics	2019	Challenger	30.00
Clinicient	2019	Enabler	17.25
Clinigence Health	2019	Enabler	18.81
Clover Health Investments (NAS: CLOV)	2019	Challenger	311.87
Cogitativo	2019	Enabler	18.00
Commure	2019	Enabler	27.00
Complion	2019	Enabler	7.00
Comprehend	2019	Enabler	5.00
Comprehensive Health Services	2019	Enabler	
Contessa	2019	Challenger	32.50
Cortex (Healthcare Technology Systems)	2019	Enabler	23.50
Covera Health	2019	Enabler	8.50
Cradle Genomics	2019	Enabler	17.10
Curology	2019	Challenger	31.80
DARI Motion	2019	Enabler	6.00
DayTwo	2019	Enabler	48.00
Deep 6 AI	2019	Enabler	17.00
Deep Lens	2019	Enabler	13.70
DispatchHealth	2019	Challenger	33.00
Doc.ai	2019	Enabler	25.00
eHealth Technologies	2019	Enabler	42.90
Eleanor Health	2019	Challenger	12.00
Elligo Health Research	2019	Enabler	20.00
Emerging Therapy Solutions	2019	Enabler	6.30
Endotronix	2019	Enabler	45.00
Enlitic (ASX: ENL)	2019	Enabler	25.00
Enlitic (ASX: ENL)	2019	Enabler	15.00
Episode Solutions	2019	Enabler	5.75
Ever/Body	2019	Challenger	14.00
Everly Health	2019	Challenger	30.00
EvidenceCare	2019	Enabler	7.30
eVisit	2019	Enabler	9.70
Exagen (NAS: XGN)	2019	Challenger	22.60
ExplORer Surgical	2019	Enabler	5.00
Fabric Genomics	2019	Enabler	5.78
Fathom (Healthcare Technology Systems)	2019	Enabler	9.00
Ferrologix	2019	Enabler	
FetchMD	2019	Challenger	7.58
Fifth Eye	2019	Enabler	11.50
First Stop Health	2019	Challenger	6.50
FitOn Health	2019	Enabler	20.28
Fivos	2019	Enabler	22.63
Florence (Healthcare Technology Systems)	2019	Enabler	7.10
Forefront TeleCare	2019	Challenger	15.30
ForeSee Medical	2019	Enabler	10.00
Forward (Clinics/Outpatient Services)	2019	Challenger	97.50
Freenome	2019	Enabler	160.00
FULLFILL	2019	Challenger	5.00
Fullpower-AI	2019	Enabler	10.00
Future	2019	Challenger	8.50
Galileo (Clinics/Outpatient Services)	2019	Challenger	14.89
Ginger	2019	Challenger	29.50
Ginger	2019	Challenger	23.00
Glooko	2019	Enabler	13.00
Glytec	2019	Enabler	12.49
GoCheck Kids	2019	Enabler	6.00
Groups Recover Together	2019	Challenger	27.00
Gyant	2019	Enabler	7.00
Halo Health	2019	Enabler	5.45
Hazel Health	2019	Challenger	20.00
Heal	2019	Challenger	16.00
Health Catalyst (NAS: HCAT)	2019	Enabler	12.19
Health Data Analytics Institute	2019	Enabler	13.50
Health Recovery Solutions	2019	Enabler	10.00
Health[at]Scale Technologies	2019	Enabler	14.00
HealthCare.com	2019	Challenger	16.00
HealthEC	2019	Enabler	15.00
Healthify	2019	Enabler	15.30
HealthJoy	2019	Enabler	12.50
HealthReveal	2019	Enabler	26.60
HealthVerity	2019	Enabler	25.00
HeartFlow	2019	Enabler	45.65
HeartFlow	2019	Enabler	65.00
Helio Genomics	2019	Challenger	43.00
Higi (Decision/Risk Analysis)	2019	Enabler	10.00
Homethrive	2019	Challenger	6.00
i2i Population Health	2019	Enabler	30.00
Included Health	2019	Enabler	50.00
InformedDNA	2019	Enabler	
InFuse Holdings	2019	Challenger	8.10
InHealth Lifestyle Therapeutics	2019	Challenger	2.12
Innovaccer	2019	Enabler	35.00
InsightRx	2019	Enabler	9.80
InterWell Health	2019	Challenger	20.00
IVXpress	2019	Challenger	22.51
January	2019	Challenger	19.50
JourneyPure	2019	Challenger	20.00
JRNYS	2019	Enabler	10.88
K Health	2019	Enabler	12.00
Kaia Health	2019	Enabler	8.16
Kaia Health	2019	Enabler	10.05
Kalderos	2019	Enabler	7.00
Kaliber AI	2019	Enabler	
KenSci	2019	Enabler	22.00
Kindbody	2019	Challenger	22.47
Kiyatec	2019	Enabler	5.33
Koios Medical	2019	Enabler	18.86
Komodo Health	2019	Enabler	50.00
Kyruus	2019	Enabler	16.99
Laudio	2019	Enabler	7.30
Lazarus 3D	2019	Enabler	6.00
LeanTaaS	2019	Enabler	40.00
LeanTaaS	2019	Enabler	14.00
Lirio	2019	Enabler	6.71
Lirio	2019	Enabler	9.77
Luma Health	2019	Enabler	16.00
MAP Health Management	2019	Challenger	25.00
MedAnswers	2019	Enabler	5.00
Medcrypt	2019	Enabler	5.46
Medely	2019	Enabler	11.00
Medically Home	2019	Challenger	22.84
Medigate	2019	Enabler	15.00
Medinas	2019	Enabler	5.00
Medly Pharmacy	2019	Challenger	10.00
MedMinder	2019	Enabler	6.50
Mednition	2019	Enabler	12.00
MedTrainer	2019	Enabler	11.02
Metabiota	2019	Enabler	
Modern Health	2019	Challenger	11.67
Monogram Health	2019	Challenger	5.00
Moxe	2019	Enabler	15.50
Mvmnt (Application Software)	2019	Enabler	5.20
MyHealthTeam	2019	Enabler	9.44
Myia	2019	Enabler	10.00
MyLaurel	2019	Challenger	48.42
Mytonomy	2019	Enabler	9.31
Navigating Cancer	2019	Enabler	26.00
NeueHealth (NYS: NEUE)	2019	Challenger	635.00
Neurotrack	2019	Enabler	21.00
NexHealth	2019	Enabler	5.10
NextHealth Technologies	2019	Enabler	18.83
Nomad Health	2019	Enabler	20.30
Noom	2019	Challenger	54.50
Notal Vision	2019	Enabler	25.00
Nurx	2019	Challenger	36.70
Nym (Enterprise Systems (Healthcare))	2019	Enabler	5.95
ObjectiveHealth	2019	Enabler	6.62
ObservSMART	2019	Enabler	9.99
Octave	2019	Challenger	11.00
OM1	2019	Enabler	50.00
OncoHost	2019	Enabler	4.34
One Drop	2019	Enabler	40.00
OODA Health	2019	Enabler	14.50
Optios	2019	Enabler	6.49
Orb Health	2019	Enabler	1.00
Ostro	2019	Enabler	8.75
Owkin	2019	Enabler	13.00
Papa	2019	Challenger	10.00
Parsley Health	2019	Challenger	24.32
Pear Therapeutics	2019	Challenger	64.00
PeerWell	2019	Enabler	6.50
Persivia	2019	Enabler	15.00
Persivia	2019	Enabler	2.42
Perthera	2019	Enabler	9.66
Petabyte Technology	2019	Enabler	8.00
Phil	2019	Challenger	19.50
Phosphorus (Decision/Risk Analysis)	2019	Enabler	10.09
Phynd Technologies	2019	Enabler	8.17
Physera	2019	Challenger	8.00
Pieces (Decision/Risk Analysis)	2019	Enabler	25.71
PierianDx	2019	Enabler	27.00
Pill Club	2019	Challenger	7.00
Pill Club	2019	Challenger	51.00
Pillo Health	2019	Enabler	11.00
Prealize Health	2019	Enabler	22.00
Prescryptive	2019	Enabler	8.00
Protenus	2019	Enabler	17.00
Quartet Health	2019	Enabler	67.50
Radiology Partners	2019	Challenger	47.67
RADLogics	2019	Enabler	5.00
Real Time Medical Systems	2019	Enabler	10.00
RecoveryOne	2019	Challenger	12.00
Redox	2019	Enabler	36.10
Reveleer	2019	Enabler	5.55
Rhyme (Healthcare Technology Systems)	2019	Enabler	6.22
Ride Health	2019	Enabler	5.97
Rightway	2019	Enabler	20.00
Rightway	2019	Enabler	8.00
Risalto	2019	Enabler	7.00
Riverain Technologies	2019	Enabler	15.00
Ro	2019	Challenger	85.00
Ronin	2019	Enabler	25.00
Rula	2019	Challenger	5.35
RxAnte	2019	Enabler	7.50
Saama Analytics	2019	Enabler	40.00
SafelyYou	2019	Enabler	4.82
SafeRide Health	2019	Enabler	11.60
Savonix	2019	Enabler	14.70
SchoolCare	2019	Enabler	24.34
Science 37 Holdings	2019	Enabler	35.00
Seer (Decision/Risk Analysis) (NAS: SEER)	2019	Enabler	17.50
Sensely	2019	Enabler	15.00
Senseye	2019	Enabler	5.00
Sesame (Managed Care)	2019	Enabler	23.65
ShiftMed	2019	Enabler	6.24
Sickbay	2019	Enabler	11.90
SignalPath	2019	Enabler	18.00
Skedulo	2019	Enabler	27.01
Sleep Reset	2019	Enabler	12.88
Solera (Other Healthcare Services)	2019	Enabler	42.00
Somatus	2019	Challenger	10.44
Somatus	2019	Challenger	12.58
Sonde	2019	Enabler	15.80
SpectraWAVE	2019	Enabler	16.40
Spring Hills	2019	Challenger	23.45
Springbuk	2019	Enabler	17.00
Stratasan	2019	Enabler	26.00
Strive Health	2019	Challenger	80.00
SubjectWell	2019	Enabler	10.00
Subtle Medical	2019	Enabler	
Sunwave	2019	Enabler	6.00
Surglogs	2019	Enabler	5.00
Syapse	2019	Enabler	20.10
TailorMed	2019	Enabler	8.00
Talkiatry	2019	Challenger	17.00
Talkspace (NAS: TALK)	2019	Challenger	50.00
Tandem (Information Services)	2019	Challenger	5.00
TaqTik Health	2019	Enabler	5.50
Tausight	2019	Enabler	5.00
